,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
65,Breathing,Ben Böhmer,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,audio_features,1MvLmHeLkaNgUScgbUVnWJ,spotify:track:1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/tracks/1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/audio-analysis/1MvLmHeLkaNgUScgbUVnWJ,222606,3,Cluster 3
66,Istanbul,BuVu,0.604,0.366,5,-10.822,1,0.0629,0.0799,0.892,0.109,0.35,115.019,audio_features,45EkPIbLsyaaw5eygQqlXJ,spotify:track:45EkPIbLsyaaw5eygQqlXJ,https://api.spotify.com/v1/tracks/45EkPIbLsyaaw5eygQqlXJ,https://api.spotify.com/v1/audio-analysis/45EkPIbLsyaaw5eygQqlXJ,333000,4,Cluster 1
67,Gamma,NTO,0.664,0.72,1,-9.668,1,0.0485,0.000697,0.798,0.126,0.0323,125.009,audio_features,0oIbkBXuNKpRGrePp7cAeo,spotify:track:0oIbkBXuNKpRGrePp7cAeo,https://api.spotify.com/v1/tracks/0oIbkBXuNKpRGrePp7cAeo,https://api.spotify.com/v1/audio-analysis/0oIbkBXuNKpRGrePp7cAeo,381254,4,Cluster 1
68,Moldau,Christian Löffler,0.469,0.213,10,-19.66,0,0.0343,0.604,0.929,0.113,0.0384,110.243,audio_features,0jJgyhhY0xE7lgAUotflrp,spotify:track:0jJgyhhY0xE7lgAUotflrp,https://api.spotify.com/v1/tracks/0jJgyhhY0xE7lgAUotflrp,https://api.spotify.com/v1/audio-analysis/0jJgyhhY0xE7lgAUotflrp,440738,4,Cluster 1
69,Solo - Solomun Remix,Christian Löffler,0.599,0.98,1,-7.18,0,0.0437,0.138,0.923,0.198,0.169,130.014,audio_features,4R4rVCp8EBHjxwtvSqN8Fd,spotify:track:4R4rVCp8EBHjxwtvSqN8Fd,https://api.spotify.com/v1/tracks/4R4rVCp8EBHjxwtvSqN8Fd,https://api.spotify.com/v1/audio-analysis/4R4rVCp8EBHjxwtvSqN8Fd,491533,4,Cluster 1
70,Sorry,Röyksopp,0.475,0.193,0,-17.147,0,0.0279,0.839,0.344,0.115,0.0784,92.946,audio_features,2eVT040OQ7HXKYR5SV1WyK,spotify:track:2eVT040OQ7HXKYR5SV1WyK,https://api.spotify.com/v1/tracks/2eVT040OQ7HXKYR5SV1WyK,https://api.spotify.com/v1/audio-analysis/2eVT040OQ7HXKYR5SV1WyK,299920,4,Cluster 1
71,A New Error,Moderat,0.717,0.46,11,-11.326,0,0.0372,0.0287,0.785,0.0661,0.0961,110.993,audio_features,1fmoCZ6mtMiqA5GHWPcZz9,spotify:track:1fmoCZ6mtMiqA5GHWPcZz9,https://api.spotify.com/v1/tracks/1fmoCZ6mtMiqA5GHWPcZz9,https://api.spotify.com/v1/audio-analysis/1fmoCZ6mtMiqA5GHWPcZz9,367307,4,Cluster 1
72,Through The Echoes,Paolo Nutini,0.73,0.487,7,-7.679,1,0.0399,0.285,3.49e-05,0.135,0.314,104.933,audio_features,13KhcUWu9WucFw0h5jB88R,spotify:track:13KhcUWu9WucFw0h5jB88R,https://api.spotify.com/v1/tracks/13KhcUWu9WucFw0h5jB88R,https://api.spotify.com/v1/audio-analysis/13KhcUWu9WucFw0h5jB88R,221245,4,Cluster 3
73,Moon After Moon,WhoMadeWho,0.472,0.612,10,-12.207,1,0.0445,0.47,0.828,0.105,0.363,198.02,audio_features,1Tncq0Tnw8kZsdfLgbHEtF,spotify:track:1Tncq0Tnw8kZsdfLgbHEtF,https://api.spotify.com/v1/tracks/1Tncq0Tnw8kZsdfLgbHEtF,https://api.spotify.com/v1/audio-analysis/1Tncq0Tnw8kZsdfLgbHEtF,352176,4,Cluster 1
74,Fata Morgana,Deniz Bul,0.914,0.604,6,-8.831,1,0.0508,0.00152,0.757,0.193,0.0542,124.999,audio_features,4euEvn1jjxEqY9AOXCwR1y,spotify:track:4euEvn1jjxEqY9AOXCwR1y,https://api.spotify.com/v1/tracks/4euEvn1jjxEqY9AOXCwR1y,https://api.spotify.com/v1/audio-analysis/4euEvn1jjxEqY9AOXCwR1y,189160,4,Cluster 1
75,Gravity,Boris Brejcha,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,audio_features,1eV81a6H4xDdpi8r2C4tQT,spotify:track:1eV81a6H4xDdpi8r2C4tQT,https://api.spotify.com/v1/tracks/1eV81a6H4xDdpi8r2C4tQT,https://api.spotify.com/v1/audio-analysis/1eV81a6H4xDdpi8r2C4tQT,216000,4,Cluster 1
76,Enfantillages pittoresques: II. Berceuse - Christian Löffler Rework (FRAGMENTS / Erik Satie),Christian Löffler,0.514,0.282,0,-20.114,1,0.0368,0.565,0.915,0.0938,0.0914,120.01,audio_features,5vXc6FRNDW6VkZNKJtTtb1,spotify:track:5vXc6FRNDW6VkZNKJtTtb1,https://api.spotify.com/v1/tracks/5vXc6FRNDW6VkZNKJtTtb1,https://api.spotify.com/v1/audio-analysis/5vXc6FRNDW6VkZNKJtTtb1,334653,4,Cluster 1
77,Moldau,Christian Löffler,0.469,0.213,10,-19.66,0,0.0343,0.604,0.929,0.113,0.0384,110.243,audio_features,1HAhSnk4Hm4rfJV0bYQCpP,spotify:track:1HAhSnk4Hm4rfJV0bYQCpP,https://api.spotify.com/v1/tracks/1HAhSnk4Hm4rfJV0bYQCpP,https://api.spotify.com/v1/audio-analysis/1HAhSnk4Hm4rfJV0bYQCpP,440738,4,Cluster 1
78,Eclipse,MOTVS,0.673,0.922,7,-4.18,1,0.0426,0.000223,0.778,0.308,0.0876,131.001,audio_features,0hiO2RFYyqPfbocxkkZ3wA,spotify:track:0hiO2RFYyqPfbocxkkZ3wA,https://api.spotify.com/v1/tracks/0hiO2RFYyqPfbocxkkZ3wA,https://api.spotify.com/v1/audio-analysis/0hiO2RFYyqPfbocxkkZ3wA,282595,4,Cluster 3
79,Amnesia - Slowed+Reverb,LonMady,0.356,0.42,4,-11.612,0,0.0331,0.569,0.736,0.104,0.0394,179.455,audio_features,63yDdB3NNgmXUGBAO455h0,spotify:track:63yDdB3NNgmXUGBAO455h0,https://api.spotify.com/v1/tracks/63yDdB3NNgmXUGBAO455h0,https://api.spotify.com/v1/audio-analysis/63yDdB3NNgmXUGBAO455h0,235691,3,Cluster 3
80,Sıradan Hayat,Canozan,0.662,0.354,0,-12.468,1,0.0289,0.342,2.21e-05,0.0644,0.56,89.961,audio_features,3Icmx8JMbqnZ4BDkjyuXzv,spotify:track:3Icmx8JMbqnZ4BDkjyuXzv,https://api.spotify.com/v1/tracks/3Icmx8JMbqnZ4BDkjyuXzv,https://api.spotify.com/v1/audio-analysis/3Icmx8JMbqnZ4BDkjyuXzv,226667,4,Cluster 1
81,Eftelya - Akustik,Canozan,0.615,0.196,6,-13.262,0,0.0304,0.833,0.000108,0.116,0.138,122.058,audio_features,57Rg8n2JXUvbmJkLw5AByx,spotify:track:57Rg8n2JXUvbmJkLw5AByx,https://api.spotify.com/v1/tracks/57Rg8n2JXUvbmJkLw5AByx,https://api.spotify.com/v1/audio-analysis/57Rg8n2JXUvbmJkLw5AByx,219344,1,Cluster 3
82,Hayat Gemileri,Beyza Doğuç,0.532,0.179,0,-13.98,0,0.0322,0.973,0.000865,0.112,0.177,139.845,audio_features,5WT0hekNoY49ksLlBG4Z1T,spotify:track:5WT0hekNoY49ksLlBG4Z1T,https://api.spotify.com/v1/tracks/5WT0hekNoY49ksLlBG4Z1T,https://api.spotify.com/v1/audio-analysis/5WT0hekNoY49ksLlBG4Z1T,246000,3,Cluster 3
83,Bil ki,Hedonutopia,0.431,0.706,9,-8.249,0,0.0298,0.0814,0.827,0.337,0.535,91.024,audio_features,1t30ilLujUB0QmgnSo7XnH,spotify:track:1t30ilLujUB0QmgnSo7XnH,https://api.spotify.com/v1/tracks/1t30ilLujUB0QmgnSo7XnH,https://api.spotify.com/v1/audio-analysis/1t30ilLujUB0QmgnSo7XnH,219680,4,Cluster 3
84,Kaçır aklımı yerinden,Canozan,0.681,0.61,7,-10.484,0,0.0506,0.378,0.02,0.212,0.0913,123.996,audio_features,2c7WMnSCevI9aRslUKhrt4,spotify:track:2c7WMnSCevI9aRslUKhrt4,https://api.spotify.com/v1/tracks/2c7WMnSCevI9aRslUKhrt4,https://api.spotify.com/v1/audio-analysis/2c7WMnSCevI9aRslUKhrt4,296129,4,Cluster 1
85,The Craze,Deniz Bul,0.804,0.974,8,-9.373,0,0.0571,0.000237,0.919,0.35,0.56,125.008,audio_features,6XPY5bZffO4nuNMDbxZLs4,spotify:track:6XPY5bZffO4nuNMDbxZLs4,https://api.spotify.com/v1/tracks/6XPY5bZffO4nuNMDbxZLs4,https://api.spotify.com/v1/audio-analysis/6XPY5bZffO4nuNMDbxZLs4,185729,4,Cluster 3
86,Picnic,Digitalism,0.46,0.894,0,-4.833,1,0.0463,0.00293,0.928,0.118,0.185,120.015,audio_features,1lfVngSLGVB7016sN7aT4P,spotify:track:1lfVngSLGVB7016sN7aT4P,https://api.spotify.com/v1/tracks/1lfVngSLGVB7016sN7aT4P,https://api.spotify.com/v1/audio-analysis/1lfVngSLGVB7016sN7aT4P,338296,4,Cluster 3
87,The Labyrinth Song,Asaf Avidan,0.4,0.124,2,-13.088,0,0.0652,0.953,0.000126,0.138,0.244,82.203,audio_features,3wGKMGpxF0vhrDLCmLp3hQ,spotify:track:3wGKMGpxF0vhrDLCmLp3hQ,https://api.spotify.com/v1/tracks/3wGKMGpxF0vhrDLCmLp3hQ,https://api.spotify.com/v1/audio-analysis/3wGKMGpxF0vhrDLCmLp3hQ,248920,4,Cluster 3
88,Za Milena J.,Moriarty,0.497,0.127,7,-11.51,1,0.0508,0.958,0.000172,0.147,0.115,123.598,audio_features,5gRezZB8meZ4vlEQVMoYa6,spotify:track:5gRezZB8meZ4vlEQVMoYa6,https://api.spotify.com/v1/tracks/5gRezZB8meZ4vlEQVMoYa6,https://api.spotify.com/v1/audio-analysis/5gRezZB8meZ4vlEQVMoYa6,203104,4,Cluster 3
89,June,Echonomist,0.678,0.813,2,-6.426,1,0.033,0.000214,0.821,0.0555,0.366,117.991,audio_features,1nkWDBLZoEkjzTTId3xg7K,spotify:track:1nkWDBLZoEkjzTTId3xg7K,https://api.spotify.com/v1/tracks/1nkWDBLZoEkjzTTId3xg7K,https://api.spotify.com/v1/audio-analysis/1nkWDBLZoEkjzTTId3xg7K,441504,4,Cluster 1
90,Loving You Like Always - Rodriguez Jr. Remix,NTO,0.535,0.82,7,-9.356,1,0.0325,1.28e-05,0.919,0.116,0.255,114.973,audio_features,16qXHjHXikXPue7pYMgLx5,spotify:track:16qXHjHXikXPue7pYMgLx5,https://api.spotify.com/v1/tracks/16qXHjHXikXPue7pYMgLx5,https://api.spotify.com/v1/audio-analysis/16qXHjHXikXPue7pYMgLx5,203883,4,Cluster 1
91,Does She?,Kid Francescoli,0.584,0.716,9,-7.92,0,0.0311,0.0351,0.81,0.0889,0.516,96.001,audio_features,2FanGs4ShmHTOhvNcB9Xs8,spotify:track:2FanGs4ShmHTOhvNcB9Xs8,https://api.spotify.com/v1/tracks/2FanGs4ShmHTOhvNcB9Xs8,https://api.spotify.com/v1/audio-analysis/2FanGs4ShmHTOhvNcB9Xs8,358537,4,Cluster 1
92,el cielo no es de nadie - Edit,Ela Minus,0.752,0.73,1,-8.461,1,0.0423,0.000574,0.83,0.151,0.452,127.985,audio_features,1pY4lWKYXLGqcSql0CzDuy,spotify:track:1pY4lWKYXLGqcSql0CzDuy,https://api.spotify.com/v1/tracks/1pY4lWKYXLGqcSql0CzDuy,https://api.spotify.com/v1/audio-analysis/1pY4lWKYXLGqcSql0CzDuy,221954,4,Cluster 1
93,Cosmic Information - Radio Edit,RooneyNasr,0.736,0.971,9,-8.329,1,0.109,0.00339,0.607,0.104,0.0378,132.002,audio_features,0OsXW8u3lFvx6rZq2TNgjg,spotify:track:0OsXW8u3lFvx6rZq2TNgjg,https://api.spotify.com/v1/tracks/0OsXW8u3lFvx6rZq2TNgjg,https://api.spotify.com/v1/audio-analysis/0OsXW8u3lFvx6rZq2TNgjg,267045,4,Cluster 1
94,Synthetic Soul,Jaffer,0.782,0.839,4,-8.736,0,0.0434,0.000584,0.912,0.0768,0.111,121.983,audio_features,5mjmO6wWWQJ4Jl3F672D1A,spotify:track:5mjmO6wWWQJ4Jl3F672D1A,https://api.spotify.com/v1/tracks/5mjmO6wWWQJ4Jl3F672D1A,https://api.spotify.com/v1/audio-analysis/5mjmO6wWWQJ4Jl3F672D1A,381702,4,Cluster 1
95,Granville,Frank Wiedemann,0.619,0.655,11,-8.884,0,0.0383,0.00108,0.694,0.718,0.44,123.986,audio_features,3GfyMJUrDhV2Urs457lxD2,spotify:track:3GfyMJUrDhV2Urs457lxD2,https://api.spotify.com/v1/tracks/3GfyMJUrDhV2Urs457lxD2,https://api.spotify.com/v1/audio-analysis/3GfyMJUrDhV2Urs457lxD2,503710,4,Cluster 1
96,Silence & Secrets - Frank Wiedemann Version,WhoMadeWho,0.625,0.565,8,-9.523,1,0.0305,0.0163,0.238,0.187,0.0389,118.0,audio_features,18ssQryky42Swr1lEAy7cP,spotify:track:18ssQryky42Swr1lEAy7cP,https://api.spotify.com/v1/tracks/18ssQryky42Swr1lEAy7cP,https://api.spotify.com/v1/audio-analysis/18ssQryky42Swr1lEAy7cP,345413,4,Cluster 1
97,Brain Wax,Roy Blues,0.584,0.863,10,-7.896,0,0.0387,0.0489,0.865,0.13,0.124,115.007,audio_features,26z2X2YaHsFzdXjtVLEKUI,spotify:track:26z2X2YaHsFzdXjtVLEKUI,https://api.spotify.com/v1/tracks/26z2X2YaHsFzdXjtVLEKUI,https://api.spotify.com/v1/audio-analysis/26z2X2YaHsFzdXjtVLEKUI,287112,4,Cluster 1
98,Ubud - Original,Pattern Drama,0.731,0.873,1,-9.611,1,0.0418,0.00592,0.865,0.103,0.37,118.992,audio_features,1Upi9CUNa5gRV5ohI0iybX,spotify:track:1Upi9CUNa5gRV5ohI0iybX,https://api.spotify.com/v1/tracks/1Upi9CUNa5gRV5ohI0iybX,https://api.spotify.com/v1/audio-analysis/1Upi9CUNa5gRV5ohI0iybX,528241,4,Cluster 1
99,Wrecked - 65daysofstatic Remix,Kiasmos,0.407,0.887,10,-10.931,0,0.0446,0.447,0.951,0.139,0.241,115.045,audio_features,30FsBVqPcE1MpuDDcDLFRu,spotify:track:30FsBVqPcE1MpuDDcDLFRu,https://api.spotify.com/v1/tracks/30FsBVqPcE1MpuDDcDLFRu,https://api.spotify.com/v1/audio-analysis/30FsBVqPcE1MpuDDcDLFRu,293245,4,Cluster 3
100,The Waltz Of The Monsters - Portrait Version,Yann Tiersen,0.369,0.372,11,-17.263,0,0.0278,0.316,0.942,0.183,0.237,101.652,audio_features,2hBZ4hPwdunIEemMRteOfW,spotify:track:2hBZ4hPwdunIEemMRteOfW,https://api.spotify.com/v1/tracks/2hBZ4hPwdunIEemMRteOfW,https://api.spotify.com/v1/audio-analysis/2hBZ4hPwdunIEemMRteOfW,127893,1,Cluster 3
101,Olsun,Manitas,0.692,0.543,2,-7.14,0,0.0292,0.658,0.0015,0.146,0.115,114.988,audio_features,0HZFmghuochJL2lWgZpPi3,spotify:track:0HZFmghuochJL2lWgZpPi3,https://api.spotify.com/v1/tracks/0HZFmghuochJL2lWgZpPi3,https://api.spotify.com/v1/audio-analysis/0HZFmghuochJL2lWgZpPi3,206935,4,Cluster 3
102,Tremors :Nemesis - Adriatique Remix,Delhia De France,0.833,0.437,1,-8.609,1,0.0383,0.173,0.595,0.111,0.0389,126.019,audio_features,38l4RKPJEygpn9p7O3JL4O,spotify:track:38l4RKPJEygpn9p7O3JL4O,https://api.spotify.com/v1/tracks/38l4RKPJEygpn9p7O3JL4O,https://api.spotify.com/v1/audio-analysis/38l4RKPJEygpn9p7O3JL4O,460952,4,Cluster 1
103,Bunker,Balthazar,0.678,0.444,10,-8.889,0,0.0362,0.222,0.0213,0.165,0.237,106.977,audio_features,7fhzES2ZyvdaD7jSwFOZrR,spotify:track:7fhzES2ZyvdaD7jSwFOZrR,https://api.spotify.com/v1/tracks/7fhzES2ZyvdaD7jSwFOZrR,https://api.spotify.com/v1/audio-analysis/7fhzES2ZyvdaD7jSwFOZrR,291280,4,Cluster 1
104,Devila,Trikk,0.811,0.568,1,-9.399,1,0.105,0.024,0.882,0.111,0.143,120.01,audio_features,49ko2Zmn9Od0nmds5UpZel,spotify:track:49ko2Zmn9Od0nmds5UpZel,https://api.spotify.com/v1/tracks/49ko2Zmn9Od0nmds5UpZel,https://api.spotify.com/v1/audio-analysis/49ko2Zmn9Od0nmds5UpZel,354921,4,Cluster 1
105,Care,Burak Malçok,0.299,0.582,4,-9.828,1,0.0772,0.76,0.698,0.0646,0.0497,170.076,audio_features,1Z2sFOtcFXEBovnVIGEnWQ,spotify:track:1Z2sFOtcFXEBovnVIGEnWQ,https://api.spotify.com/v1/tracks/1Z2sFOtcFXEBovnVIGEnWQ,https://api.spotify.com/v1/audio-analysis/1Z2sFOtcFXEBovnVIGEnWQ,331360,4,Cluster 3
106,Natare,Wide Awake,0.743,0.483,7,-13.308,1,0.0827,0.0709,0.86,0.1,0.322,95.006,audio_features,6FJ31h1isXZIHDaSFeOQkv,spotify:track:6FJ31h1isXZIHDaSFeOQkv,https://api.spotify.com/v1/tracks/6FJ31h1isXZIHDaSFeOQkv,https://api.spotify.com/v1/audio-analysis/6FJ31h1isXZIHDaSFeOQkv,449644,4,Cluster 1
107,Melody Noir,Patrick Watson,0.65,0.315,6,-13.781,0,0.0388,0.851,0.000261,0.123,0.578,125.231,audio_features,1e1a7eAlICks9mch3UVsEH,spotify:track:1e1a7eAlICks9mch3UVsEH,https://api.spotify.com/v1/tracks/1e1a7eAlICks9mch3UVsEH,https://api.spotify.com/v1/audio-analysis/1e1a7eAlICks9mch3UVsEH,194000,3,Cluster 3
108,Dem,KeuS,0.653,0.661,10,-8.531,0,0.0303,0.00322,0.641,0.0928,0.101,113.98,audio_features,4VvceNVCugOqBsxA8ihB33,spotify:track:4VvceNVCugOqBsxA8ihB33,https://api.spotify.com/v1/tracks/4VvceNVCugOqBsxA8ihB33,https://api.spotify.com/v1/audio-analysis/4VvceNVCugOqBsxA8ihB33,310000,4,Cluster 1
109,Shelter by the Moon,Echonomist,0.652,0.799,2,-9.067,1,0.0302,7.93e-05,0.88,0.102,0.648,117.014,audio_features,4QobHt5QYyF9tz0JvJzSgL,spotify:track:4QobHt5QYyF9tz0JvJzSgL,https://api.spotify.com/v1/tracks/4QobHt5QYyF9tz0JvJzSgL,https://api.spotify.com/v1/audio-analysis/4QobHt5QYyF9tz0JvJzSgL,428912,4,Cluster 1
110,Death Goes To Disco - Phunkadelica Acid I Love You Mix,Echonomist,0.73,0.947,1,-7.953,1,0.0482,0.00603,0.908,0.0705,0.0925,121.011,audio_features,2E0oqL3Mywvcx4Npq0unjM,spotify:track:2E0oqL3Mywvcx4Npq0unjM,https://api.spotify.com/v1/tracks/2E0oqL3Mywvcx4Npq0unjM,https://api.spotify.com/v1/audio-analysis/2E0oqL3Mywvcx4Npq0unjM,450612,4,Cluster 1
111,Enough,Fornicras,0.724,0.351,0,-12.192,1,0.0744,0.712,0.00269,0.102,0.201,129.882,audio_features,2ldgkkwreG5TliGhlja6ue,spotify:track:2ldgkkwreG5TliGhlja6ue,https://api.spotify.com/v1/tracks/2ldgkkwreG5TliGhlja6ue,https://api.spotify.com/v1/audio-analysis/2ldgkkwreG5TliGhlja6ue,149994,4,Cluster 3
112,Our Last Night - Radio Edit,Echonomist,0.701,0.558,11,-6.4,0,0.0434,0.00014,0.00908,0.0732,0.666,123.999,audio_features,4hRA0fY2ZANbCxOnmhLuDq,spotify:track:4hRA0fY2ZANbCxOnmhLuDq,https://api.spotify.com/v1/tracks/4hRA0fY2ZANbCxOnmhLuDq,https://api.spotify.com/v1/audio-analysis/4hRA0fY2ZANbCxOnmhLuDq,202023,4,Cluster 3
113,Again,Archive,0.404,0.569,2,-10.649,0,0.0375,0.0426,0.184,0.0795,0.0399,76.059,audio_features,68hIkZXqCrkdsugmX6zs6W,spotify:track:68hIkZXqCrkdsugmX6zs6W,https://api.spotify.com/v1/tracks/68hIkZXqCrkdsugmX6zs6W,https://api.spotify.com/v1/audio-analysis/68hIkZXqCrkdsugmX6zs6W,979667,4,Cluster 1
114,The Bicycle of the Sky,Ott,0.583,0.841,4,-8.4,0,0.0396,0.00425,0.561,0.0798,0.759,103.002,audio_features,0vpH0hBLFiqXPfTDkOrlvP,spotify:track:0vpH0hBLFiqXPfTDkOrlvP,https://api.spotify.com/v1/tracks/0vpH0hBLFiqXPfTDkOrlvP,https://api.spotify.com/v1/audio-analysis/0vpH0hBLFiqXPfTDkOrlvP,371227,4,Cluster 1
115,Elenore,The Turtles,0.63,0.625,4,-8.407,1,0.0375,0.6,1.52e-05,0.24,0.887,122.504,audio_features,4DWFSrNnZXow1aB96gByho,spotify:track:4DWFSrNnZXow1aB96gByho,https://api.spotify.com/v1/tracks/4DWFSrNnZXow1aB96gByho,https://api.spotify.com/v1/audio-analysis/4DWFSrNnZXow1aB96gByho,151307,4,Cluster 3
116,Griptide,Barbarossa,0.686,0.321,0,-12.517,1,0.0323,0.436,0.766,0.0768,0.501,141.923,audio_features,6sVyYtjKuoeyTnjvLOU3Kg,spotify:track:6sVyYtjKuoeyTnjvLOU3Kg,https://api.spotify.com/v1/tracks/6sVyYtjKuoeyTnjvLOU3Kg,https://api.spotify.com/v1/audio-analysis/6sVyYtjKuoeyTnjvLOU3Kg,251205,3,Cluster 3
117,I'm On Fire - Album Mix,Stateless,0.291,0.185,6,-10.063,0,0.0316,0.776,1.3e-05,0.116,0.0373,136.227,audio_features,7JAIXPZu4rrdBUyt3ofJok,spotify:track:7JAIXPZu4rrdBUyt3ofJok,https://api.spotify.com/v1/tracks/7JAIXPZu4rrdBUyt3ofJok,https://api.spotify.com/v1/audio-analysis/7JAIXPZu4rrdBUyt3ofJok,320067,3,Cluster 3
118,The Blame - Helsloot Remix,Bob Moses,0.682,0.799,11,-8.129,0,0.0398,0.00901,0.803,0.106,0.626,123.998,audio_features,4HiowIhpREOxQ3reSVLQ8n,spotify:track:4HiowIhpREOxQ3reSVLQ8n,https://api.spotify.com/v1/tracks/4HiowIhpREOxQ3reSVLQ8n,https://api.spotify.com/v1/audio-analysis/4HiowIhpREOxQ3reSVLQ8n,404401,4,Cluster 1
119,All I Want,Bob Moses,0.691,0.514,8,-10.962,1,0.0337,0.0535,0.736,0.111,0.394,116.004,audio_features,3ZGHAc7tq5CQzfK7HsobCa,spotify:track:3ZGHAc7tq5CQzfK7HsobCa,https://api.spotify.com/v1/tracks/3ZGHAc7tq5CQzfK7HsobCa,https://api.spotify.com/v1/audio-analysis/3ZGHAc7tq5CQzfK7HsobCa,468114,4,Cluster 1
120,Commiserations,Society,0.431,0.54,0,-8.073,0,0.0255,0.249,0.0815,0.377,0.56,83.0,audio_features,3OlQE3hhMYfcQvN0jOKEvr,spotify:track:3OlQE3hhMYfcQvN0jOKEvr,https://api.spotify.com/v1/tracks/3OlQE3hhMYfcQvN0jOKEvr,https://api.spotify.com/v1/audio-analysis/3OlQE3hhMYfcQvN0jOKEvr,352800,4,Cluster 3
121,Darkest Hours,Cry A Laugh,0.635,0.421,0,-15.663,1,0.0352,0.138,0.788,0.113,0.273,99.997,audio_features,0pHPVaFEJW87k6JyBBInOj,spotify:track:0pHPVaFEJW87k6JyBBInOj,https://api.spotify.com/v1/tracks/0pHPVaFEJW87k6JyBBInOj,https://api.spotify.com/v1/audio-analysis/0pHPVaFEJW87k6JyBBInOj,321857,4,Cluster 1
122,Beached,The Nice Nice,0.609,0.434,2,-8.933,0,0.0245,0.68,0.0218,0.11,0.331,93.967,audio_features,0uXE94AGaAZtfcpoipbX6H,spotify:track:0uXE94AGaAZtfcpoipbX6H,https://api.spotify.com/v1/tracks/0uXE94AGaAZtfcpoipbX6H,https://api.spotify.com/v1/audio-analysis/0uXE94AGaAZtfcpoipbX6H,237372,4,Cluster 3
123,Sacred Hill,Dandara,0.804,0.585,6,-9.548,0,0.0804,0.00226,0.833,0.126,0.216,112.0,audio_features,4BwzsGNOj9a93YVgD5Pp9d,spotify:track:4BwzsGNOj9a93YVgD5Pp9d,https://api.spotify.com/v1/tracks/4BwzsGNOj9a93YVgD5Pp9d,https://api.spotify.com/v1/audio-analysis/4BwzsGNOj9a93YVgD5Pp9d,365512,4,Cluster 1
124,Chante... (Comme si tu devais mourir demain) - Fugain & le Big Bazar n°2,Michel Fugain & Le Big Bazar,0.444,0.802,5,-8.258,0,0.0591,0.104,0.0,0.39,0.81,92.68,audio_features,39qy6Q6foAdckZXSJNjrqs,spotify:track:39qy6Q6foAdckZXSJNjrqs,https://api.spotify.com/v1/tracks/39qy6Q6foAdckZXSJNjrqs,https://api.spotify.com/v1/audio-analysis/39qy6Q6foAdckZXSJNjrqs,193400,4,Cluster 3
125,Une belle histoire,Michel Fugain & Le Big Bazar,0.395,0.578,9,-7.728,0,0.039,0.47,0.0,0.171,0.689,166.227,audio_features,1GdtMDRiaF1EnG2LJpELme,spotify:track:1GdtMDRiaF1EnG2LJpELme,https://api.spotify.com/v1/tracks/1GdtMDRiaF1EnG2LJpELme,https://api.spotify.com/v1/audio-analysis/1GdtMDRiaF1EnG2LJpELme,195307,4,Cluster 3
126,Iron Sky,Paolo Nutini,0.387,0.626,1,-7.134,0,0.0344,0.242,0.0012,0.11,0.316,139.724,audio_features,5EpP1lwkAnOAKbfAHUNJkI,spotify:track:5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/tracks/5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/audio-analysis/5EpP1lwkAnOAKbfAHUNJkI,373133,4,Cluster 3
127,Positive Vibes - N.O.B.A Remix,DJ Jordan,0.609,0.949,4,-8.507,0,0.0629,0.0231,0.903,0.111,0.151,140.006,audio_features,2ZNJNmJnYQSgqkUn2hRant,spotify:track:2ZNJNmJnYQSgqkUn2hRant,https://api.spotify.com/v1/tracks/2ZNJNmJnYQSgqkUn2hRant,https://api.spotify.com/v1/audio-analysis/2ZNJNmJnYQSgqkUn2hRant,361714,4,Cluster 1
128,Havana,Ramon Tapia,0.782,0.848,5,-8.486,0,0.0447,0.0292,0.929,0.0629,0.624,121.991,audio_features,0YQwx51I1A1WQT2a94Ad52,spotify:track:0YQwx51I1A1WQT2a94Ad52,https://api.spotify.com/v1/tracks/0YQwx51I1A1WQT2a94Ad52,https://api.spotify.com/v1/audio-analysis/0YQwx51I1A1WQT2a94Ad52,569783,4,Cluster 1
129,Un Rêve Étrange - Rodriguez Jr. Remix,Rodriguez Jr.,0.667,0.888,11,-10.227,0,0.0354,0.00016,0.866,0.0722,0.071,124.005,audio_features,2bT2dwrc9YzyhVAK48IZ77,spotify:track:2bT2dwrc9YzyhVAK48IZ77,https://api.spotify.com/v1/tracks/2bT2dwrc9YzyhVAK48IZ77,https://api.spotify.com/v1/audio-analysis/2bT2dwrc9YzyhVAK48IZ77,402521,4,Cluster 1
130,Creep,Radiohead,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4,Cluster 3
