time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2013-11-04,1.0,18.5,13.8,15.6,17.4,12.6,14.7,2013-11-04T07:38,2013-11-04T17:56,0.0,0.0,0.0,0.0,15.0,23.8,208.0,11.44,1.77
2013-11-05,1.0,20.3,15.1,17.6,18.5,14.1,16.1,2013-11-05T07:40,2013-11-05T17:55,0.0,0.0,0.0,0.0,16.9,28.4,190.0,11.22,2.6
2013-11-06,2.0,20.6,15.8,18.1,18.7,13.7,16.3,2013-11-06T07:41,2013-11-06T17:54,0.0,0.0,0.0,0.0,17.3,27.7,163.0,9.37,2.57
2013-11-07,61.0,16.0,12.7,14.3,15.5,10.5,13.0,2013-11-07T07:42,2013-11-07T17:53,6.3,6.3,0.0,7.0,17.8,28.4,27.0,3.81,0.88
2013-11-08,2.0,15.6,8.3,12.4,13.1,6.7,10.4,2013-11-08T07:43,2013-11-08T17:52,0.0,0.0,0.0,0.0,17.3,25.9,86.0,10.96,1.84
2013-11-09,0.0,17.9,11.3,13.7,16.6,8.8,11.9,2013-11-09T07:44,2013-11-09T17:51,0.0,0.0,0.0,0.0,16.0,25.2,76.0,11.07,1.87
2013-11-10,1.0,16.5,9.8,13.0,14.7,8.1,11.6,2013-11-10T07:45,2013-11-10T17:50,0.0,0.0,0.0,0.0,10.8,20.2,165.0,10.81,1.61
2013-11-11,1.0,18.6,10.6,14.2,17.1,8.7,12.5,2013-11-11T07:47,2013-11-11T17:49,0.0,0.0,0.0,0.0,12.6,21.2,148.0,10.13,1.87
2013-11-12,1.0,19.2,11.2,14.5,17.1,9.9,12.6,2013-11-12T07:48,2013-11-12T17:48,0.0,0.0,0.0,0.0,23.2,35.6,59.0,10.36,1.95
2013-11-13,3.0,15.1,12.4,13.5,11.8,8.9,10.3,2013-11-13T07:49,2013-11-13T17:47,0.0,0.0,0.0,0.0,23.7,37.4,54.0,4.45,1.38
2013-11-14,53.0,14.0,12.1,12.8,10.0,7.9,8.8,2013-11-14T07:50,2013-11-14T17:46,0.8,0.8,0.0,2.0,30.4,46.4,60.0,4.76,1.65
2013-11-15,53.0,14.6,12.0,12.9,10.2,7.2,8.0,2013-11-15T07:51,2013-11-15T17:45,2.1,2.1,0.0,5.0,34.8,55.1,54.0,5.16,1.68
2013-11-16,51.0,12.1,10.7,11.5,7.6,5.9,6.7,2013-11-16T07:53,2013-11-16T17:44,0.3,0.3,0.0,3.0,29.8,47.9,43.0,3.38,1.65
2013-11-17,3.0,12.4,9.7,10.8,8.7,5.3,6.7,2013-11-17T07:54,2013-11-17T17:44,0.0,0.0,0.0,0.0,21.4,33.5,49.0,8.37,2.2
2013-11-18,1.0,13.6,9.5,10.9,9.5,6.1,7.2,2013-11-18T07:55,2013-11-18T17:43,0.0,0.0,0.0,0.0,23.6,37.4,62.0,9.64,1.88
2013-11-19,0.0,15.0,10.0,11.7,14.2,6.7,9.6,2013-11-19T07:56,2013-11-19T17:42,0.0,0.0,0.0,0.0,19.7,32.0,78.0,9.71,1.44
2013-11-20,2.0,17.7,9.3,13.9,16.3,7.3,12.0,2013-11-20T07:57,2013-11-20T17:41,0.0,0.0,0.0,0.0,14.6,23.0,156.0,8.13,1.62
2013-11-21,1.0,18.5,14.2,16.0,16.8,12.1,14.2,2013-11-21T07:59,2013-11-21T17:41,0.0,0.0,0.0,0.0,15.6,24.8,165.0,8.24,2.0
2013-11-22,55.0,16.0,13.9,15.0,15.2,11.7,13.9,2013-11-22T08:00,2013-11-22T17:40,6.7,6.7,0.0,12.0,16.6,26.6,156.0,3.01,0.94
2013-11-23,1.0,17.2,11.4,14.1,17.1,10.5,13.6,2013-11-23T08:01,2013-11-23T17:40,0.0,0.0,0.0,0.0,11.4,16.9,166.0,8.33,1.2
2013-11-24,2.0,18.4,12.2,15.5,17.1,11.3,14.0,2013-11-24T08:02,2013-11-24T17:39,0.0,0.0,0.0,0.0,14.1,21.6,149.0,7.71,1.7
2013-11-25,63.0,16.7,12.9,14.4,14.6,10.0,12.7,2013-11-25T08:03,2013-11-25T17:38,18.5,18.5,0.0,12.0,20.6,33.8,176.0,1.14,0.91
2013-11-26,61.0,14.1,11.6,12.8,13.0,9.9,11.7,2013-11-26T08:04,2013-11-26T17:38,11.3,11.3,0.0,17.0,12.6,28.4,97.0,2.79,0.57
2013-11-27,53.0,14.5,11.7,12.6,12.8,9.2,10.8,2013-11-27T08:05,2013-11-27T17:38,1.2,1.2,0.0,3.0,19.6,34.6,75.0,5.74,0.91
2013-11-28,55.0,11.6,6.8,9.1,9.2,4.0,5.7,2013-11-28T08:06,2013-11-28T17:37,8.7,8.7,0.0,17.0,26.4,45.7,18.0,2.02,0.57
2013-11-29,2.0,10.2,6.3,7.9,5.1,2.1,3.5,2013-11-29T08:07,2013-11-29T17:37,0.0,0.0,0.0,0.0,24.5,40.7,286.0,7.42,1.76
2013-11-30,1.0,10.8,3.4,7.7,8.4,0.3,4.7,2013-11-30T08:08,2013-11-30T17:36,0.0,0.0,0.0,0.0,14.4,24.1,87.0,8.94,1.26
2013-12-01,53.0,13.1,8.2,10.1,10.6,5.5,7.6,2013-12-01T08:09,2013-12-01T17:36,0.5,0.5,0.0,1.0,14.8,23.8,75.0,5.57,1.11
2013-12-02,53.0,12.6,8.2,10.4,10.0,2.6,7.5,2013-12-02T08:10,2013-12-02T17:36,5.5,5.5,0.0,10.0,29.1,46.1,37.0,4.36,0.85
2013-12-03,51.0,8.7,5.8,6.8,3.1,-1.9,-0.4,2013-12-03T08:11,2013-12-03T17:36,0.1,0.1,0.0,1.0,37.6,58.7,48.0,4.15,2.25
2013-12-04,3.0,8.3,5.9,7.1,2.8,-1.5,0.6,2013-12-04T08:12,2013-12-04T17:36,0.0,0.0,0.0,0.0,37.7,59.4,57.0,6.22,2.02
2013-12-05,3.0,9.9,5.9,7.9,7.2,2.8,4.9,2013-12-05T08:13,2013-12-05T17:35,0.0,0.0,0.0,0.0,20.5,34.6,32.0,8.06,1.24
2013-12-06,2.0,11.1,4.3,8.2,7.0,1.2,4.6,2013-12-06T08:14,2013-12-06T17:35,0.0,0.0,0.0,0.0,19.4,32.4,211.0,8.54,1.43
2013-12-07,61.0,10.6,5.0,7.1,7.0,-2.3,2.8,2013-12-07T08:15,2013-12-07T17:35,9.3,9.3,0.0,18.0,28.4,43.2,301.0,2.0,1.21
2013-12-08,51.0,7.0,2.8,5.0,1.9,-3.3,-0.8,2013-12-08T08:16,2013-12-08T17:35,0.1,0.1,0.0,1.0,29.4,47.2,293.0,8.12,2.18
2013-12-09,51.0,9.0,3.6,6.8,2.8,0.4,1.9,2013-12-09T08:17,2013-12-09T17:35,0.4,0.4,0.0,3.0,32.8,50.8,239.0,7.65,1.68
2013-12-10,73.0,9.2,2.0,5.9,4.0,-5.5,-0.1,2013-12-10T08:18,2013-12-10T17:35,12.7,11.9,0.56,22.0,35.7,56.9,354.0,3.46,1.09
2013-12-11,73.0,3.3,1.4,2.3,-3.0,-6.7,-4.9,2013-12-11T08:19,2013-12-11T17:35,17.9,5.6,8.61,24.0,39.1,60.8,21.0,6.38,1.12
2013-12-12,71.0,4.0,1.3,2.5,0.4,-2.8,-1.6,2013-12-12T08:19,2013-12-12T17:36,2.0,1.7,0.21,9.0,23.3,41.8,47.0,6.6,0.86
2013-12-13,71.0,4.8,0.9,2.9,1.9,-2.2,-0.0,2013-12-13T08:20,2013-12-13T17:36,1.7,1.5,0.21,11.0,10.0,16.6,263.0,5.1,0.56
2013-12-14,51.0,7.6,4.1,5.6,3.6,1.0,2.3,2013-12-14T08:21,2013-12-14T17:36,1.5,1.5,0.0,8.0,16.3,27.7,226.0,5.09,0.75
2013-12-15,0.0,9.3,2.4,5.9,6.7,-0.8,3.2,2013-12-15T08:22,2013-12-15T17:36,0.0,0.0,0.0,0.0,9.4,14.4,192.0,8.06,0.92
2013-12-16,3.0,9.2,2.9,6.3,5.5,0.0,3.0,2013-12-16T08:22,2013-12-16T17:36,0.0,0.0,0.0,0.0,19.8,31.7,48.0,5.84,0.87
2013-12-17,51.0,8.4,6.6,7.2,4.1,2.0,2.6,2013-12-17T08:23,2013-12-17T17:37,0.9,0.9,0.0,5.0,24.8,41.8,49.0,5.26,1.14
2013-12-18,2.0,9.1,6.6,7.4,4.5,2.1,2.9,2013-12-18T08:23,2013-12-18T17:37,0.0,0.0,0.0,0.0,22.7,39.2,57.0,7.08,1.34
2013-12-19,1.0,8.9,4.9,6.9,5.8,1.9,3.4,2013-12-19T08:24,2013-12-19T17:37,0.0,0.0,0.0,0.0,19.2,31.7,65.0,7.7,1.13
2013-12-20,0.0,8.2,3.7,6.0,5.5,0.7,3.3,2013-12-20T08:25,2013-12-20T17:38,0.0,0.0,0.0,0.0,8.8,15.5,186.0,7.87,0.84
2013-12-21,3.0,7.7,2.2,5.3,5.5,-1.0,2.8,2013-12-21T08:25,2013-12-21T17:38,0.0,0.0,0.0,0.0,11.0,22.0,227.0,6.94,0.67
2013-12-22,3.0,8.4,2.7,5.8,4.9,-0.1,2.5,2013-12-22T08:26,2013-12-22T17:39,0.0,0.0,0.0,0.0,16.7,27.4,59.0,6.21,0.76
2013-12-23,1.0,8.5,3.1,5.6,6.0,0.3,2.8,2013-12-23T08:26,2013-12-23T17:39,0.0,0.0,0.0,0.0,11.8,21.6,94.0,7.95,0.88
2013-12-24,2.0,9.5,2.3,6.9,7.2,-1.1,4.4,2013-12-24T08:27,2013-12-24T17:40,0.0,0.0,0.0,0.0,9.8,15.8,125.0,7.34,0.9
2013-12-25,3.0,11.6,5.2,7.9,9.5,2.4,5.4,2013-12-25T08:27,2013-12-25T17:41,0.0,0.0,0.0,0.0,12.8,19.1,121.0,7.02,1.04
2013-12-26,1.0,12.5,3.0,7.7,9.7,-0.2,4.6,2013-12-26T08:27,2013-12-26T17:41,0.0,0.0,0.0,0.0,13.2,21.2,158.0,8.04,1.28
2013-12-27,3.0,13.2,8.3,10.1,10.2,4.1,6.4,2013-12-27T08:28,2013-12-27T17:42,0.0,0.0,0.0,0.0,18.1,28.1,133.0,6.78,1.76
2013-12-28,1.0,12.7,7.8,9.5,9.9,4.5,6.3,2013-12-28T08:28,2013-12-28T17:43,0.0,0.0,0.0,0.0,15.2,24.1,69.0,7.04,1.38
2013-12-29,51.0,10.5,7.7,8.7,7.6,4.3,5.5,2013-12-29T08:28,2013-12-29T17:43,0.2,0.2,0.0,2.0,19.5,33.1,28.0,5.66,0.72
2013-12-30,51.0,9.1,6.7,7.9,4.9,1.7,4.0,2013-12-30T08:28,2013-12-30T17:44,0.5,0.5,0.0,5.0,24.5,38.5,29.0,2.44,0.81
2013-12-31,51.0,7.0,6.3,6.6,2.8,1.6,2.1,2013-12-31T08:29,2013-12-31T17:45,0.2,0.2,0.0,2.0,21.7,35.6,34.0,2.43,0.95
2014-01-01,51.0,8.9,6.8,7.6,5.6,3.0,4.2,2014-01-01T08:29,2014-01-01T17:46,0.1,0.1,0.0,1.0,17.1,28.1,59.0,2.56,0.72
2014-01-02,51.0,9.6,6.4,7.7,6.8,3.0,4.4,2014-01-02T08:29,2014-01-02T17:47,0.1,0.1,0.0,1.0,18.4,29.5,61.0,4.84,0.72
2014-01-03,3.0,9.5,7.3,8.1,7.5,4.5,5.8,2014-01-03T08:29,2014-01-03T17:48,0.0,0.0,0.0,0.0,12.9,21.6,53.0,3.45,0.55
2014-01-04,3.0,9.6,7.0,8.1,7.5,4.7,5.8,2014-01-04T08:29,2014-01-04T17:48,0.0,0.0,0.0,0.0,11.3,18.7,44.0,3.39,0.56
2014-01-05,3.0,9.9,5.2,7.6,7.9,3.2,5.7,2014-01-05T08:29,2014-01-05T17:49,0.0,0.0,0.0,0.0,9.8,16.2,149.0,7.08,0.8
2014-01-06,3.0,10.1,4.7,7.7,8.0,2.4,5.6,2014-01-06T08:29,2014-01-06T17:50,0.0,0.0,0.0,0.0,9.8,17.6,178.0,5.35,0.7
2014-01-07,2.0,11.6,5.4,8.7,10.6,2.5,6.5,2014-01-07T08:29,2014-01-07T17:51,0.0,0.0,0.0,0.0,14.3,21.6,100.0,7.52,0.95
2014-01-08,2.0,9.9,6.6,8.0,6.0,2.7,4.4,2014-01-08T08:28,2014-01-08T17:52,0.0,0.0,0.0,0.0,21.1,33.1,54.0,7.1,0.85
2014-01-09,3.0,9.5,6.1,7.0,7.1,2.5,3.9,2014-01-09T08:28,2014-01-09T17:53,0.0,0.0,0.0,0.0,18.7,28.8,50.0,7.3,0.82
2014-01-10,3.0,10.2,4.0,7.5,6.6,1.6,4.4,2014-01-10T08:28,2014-01-10T17:54,0.0,0.0,0.0,0.0,19.2,30.2,216.0,7.77,1.01
2014-01-11,2.0,10.2,6.8,8.6,8.9,5.3,7.0,2014-01-11T08:28,2014-01-11T17:55,0.0,0.0,0.0,0.0,17.2,26.3,228.0,6.83,0.84
2014-01-12,3.0,9.6,4.8,7.4,7.0,2.7,5.0,2014-01-12T08:27,2014-01-12T17:56,0.0,0.0,0.0,0.0,15.3,23.0,217.0,6.71,0.71
2014-01-13,2.0,9.1,4.9,7.5,6.7,2.4,5.0,2014-01-13T08:27,2014-01-13T17:57,0.0,0.0,0.0,0.0,15.1,24.5,231.0,7.64,0.82
2014-01-14,3.0,11.1,3.8,7.4,8.3,1.3,4.7,2014-01-14T08:27,2014-01-14T17:58,0.0,0.0,0.0,0.0,14.8,23.8,80.0,6.67,0.92
2014-01-15,3.0,12.6,4.0,8.6,10.4,1.1,6.2,2014-01-15T08:26,2014-01-15T18:00,0.0,0.0,0.0,0.0,11.6,19.8,163.0,8.74,1.2
2014-01-16,53.0,13.3,9.9,11.2,10.8,7.4,8.9,2014-01-16T08:26,2014-01-16T18:01,2.0,2.0,0.0,7.0,14.4,30.6,188.0,5.07,1.07
2014-01-17,51.0,12.5,8.7,10.3,10.6,7.8,8.9,2014-01-17T08:25,2014-01-17T18:02,2.1,2.1,0.0,9.0,13.2,22.7,206.0,5.59,0.75
2014-01-18,3.0,13.8,10.7,12.2,11.0,7.3,8.9,2014-01-18T08:25,2014-01-18T18:03,0.0,0.0,0.0,0.0,22.7,37.1,220.0,8.67,1.68
2014-01-19,3.0,14.6,12.1,13.1,12.5,9.0,10.4,2014-01-19T08:24,2014-01-19T18:04,0.0,0.0,0.0,0.0,24.1,37.4,214.0,7.06,1.44
2014-01-20,51.0,14.8,11.3,13.1,12.0,8.7,10.1,2014-01-20T08:24,2014-01-20T18:05,0.1,0.1,0.0,1.0,23.8,36.7,202.0,9.14,1.96
2014-01-21,1.0,15.9,11.2,13.5,12.1,8.1,10.0,2014-01-21T08:23,2014-01-21T18:07,0.0,0.0,0.0,0.0,25.3,42.1,201.0,8.07,2.36
2014-01-22,61.0,13.3,10.5,11.7,10.1,6.5,8.2,2014-01-22T08:23,2014-01-22T18:08,6.2,6.2,0.0,9.0,30.3,58.0,226.0,8.13,1.4
2014-01-23,61.0,11.3,9.1,10.0,9.7,7.0,8.2,2014-01-23T08:22,2014-01-23T18:09,20.9,20.9,0.0,24.0,12.6,27.7,217.0,5.59,0.73
2014-01-24,55.0,12.7,8.0,9.9,11.2,6.1,8.0,2014-01-24T08:21,2014-01-24T18:10,4.4,4.4,0.0,12.0,15.5,25.2,130.0,8.28,1.08
2014-01-25,53.0,14.3,8.9,10.8,11.5,5.4,7.9,2014-01-25T08:21,2014-01-25T18:11,3.0,3.0,0.0,6.0,22.7,39.6,124.0,7.08,1.31
2014-01-26,55.0,12.1,7.2,9.4,10.8,5.2,7.4,2014-01-26T08:20,2014-01-26T18:13,3.6,3.6,0.0,6.0,17.2,29.2,49.0,6.73,0.94
2014-01-27,71.0,8.3,2.4,4.1,6.0,-3.3,-0.7,2014-01-27T08:19,2014-01-27T18:14,4.7,4.5,0.14,18.0,28.7,48.6,1.0,1.93,0.48
2014-01-28,51.0,9.0,3.3,6.1,6.7,-1.3,2.3,2014-01-28T08:18,2014-01-28T18:15,0.7,0.7,0.0,2.0,23.9,36.0,71.0,4.33,0.88
2014-01-29,61.0,10.3,4.8,7.7,6.5,0.4,2.7,2014-01-29T08:17,2014-01-29T18:16,7.2,7.2,0.0,15.0,42.1,67.3,203.0,4.43,0.81
2014-01-30,51.0,4.0,1.2,2.2,-0.4,-4.1,-2.5,2014-01-30T08:16,2014-01-30T18:18,0.7,0.7,0.0,4.0,24.5,39.2,21.0,5.95,0.89
2014-01-31,3.0,4.2,1.9,3.3,-2.2,-4.0,-2.9,2014-01-31T08:15,2014-01-31T18:19,0.0,0.0,0.0,0.0,30.4,48.6,51.0,6.32,1.22
2014-02-01,3.0,6.3,3.4,4.8,-0.1,-2.4,-1.3,2014-02-01T08:14,2014-02-01T18:20,0.0,0.0,0.0,0.0,32.9,55.1,60.0,6.47,1.39
2014-02-02,2.0,9.2,4.7,6.4,3.9,-2.0,0.5,2014-02-02T08:13,2014-02-02T18:21,0.0,0.0,0.0,0.0,32.9,52.6,60.0,11.58,1.71
2014-02-03,3.0,8.3,5.8,6.7,2.6,0.2,1.1,2014-02-03T08:12,2014-02-03T18:23,0.0,0.0,0.0,0.0,29.6,49.7,53.0,9.31,1.64
2014-02-04,3.0,6.7,4.7,5.6,1.8,-0.2,0.5,2014-02-04T08:11,2014-02-04T18:24,0.0,0.0,0.0,0.0,24.9,40.0,49.0,5.69,1.31
2014-02-05,2.0,9.0,3.9,5.9,6.2,-0.1,2.2,2014-02-05T08:10,2014-02-05T18:25,0.0,0.0,0.0,0.0,17.8,28.4,59.0,11.14,1.44
2014-02-06,3.0,8.3,3.8,5.5,6.4,0.9,2.8,2014-02-06T08:09,2014-02-06T18:26,0.0,0.0,0.0,0.0,11.6,20.2,76.0,10.95,1.24
2014-02-07,1.0,9.0,2.3,5.4,6.2,-0.6,2.9,2014-02-07T08:08,2014-02-07T18:28,0.0,0.0,0.0,0.0,11.0,15.8,186.0,12.0,1.3
2014-02-08,2.0,13.4,3.4,9.3,10.1,0.6,5.9,2014-02-08T08:07,2014-02-08T18:29,0.0,0.0,0.0,0.0,21.6,34.2,202.0,10.18,1.7
2014-02-09,51.0,13.8,10.9,12.4,10.0,6.9,8.4,2014-02-09T08:06,2014-02-09T18:30,0.1,0.1,0.0,1.0,26.3,48.6,204.0,8.81,1.96
2014-02-10,51.0,14.4,10.9,12.5,11.3,6.8,8.8,2014-02-10T08:04,2014-02-10T18:31,0.2,0.2,0.0,1.0,29.8,48.6,219.0,11.24,2.05
2014-02-11,1.0,13.7,8.8,11.2,12.0,6.8,9.0,2014-02-11T08:03,2014-02-11T18:33,0.0,0.0,0.0,0.0,15.0,23.4,194.0,12.68,1.77
2014-02-12,2.0,13.9,8.5,10.7,11.8,6.2,8.6,2014-02-12T08:02,2014-02-12T18:34,0.0,0.0,0.0,0.0,11.9,19.4,179.0,10.58,1.51
2014-02-13,51.0,14.8,8.5,11.5,12.9,6.1,9.4,2014-02-13T08:01,2014-02-13T18:35,0.2,0.2,0.0,1.0,11.7,19.1,178.0,11.74,1.74
2014-02-14,51.0,13.1,9.2,10.8,12.1,7.2,9.3,2014-02-14T07:59,2014-02-14T18:36,3.8,3.8,0.0,12.0,11.5,18.7,144.0,9.05,1.28
2014-02-15,51.0,9.8,7.0,8.5,7.4,4.5,5.8,2014-02-15T07:58,2014-02-15T18:37,2.8,2.8,0.0,12.0,18.5,30.2,19.0,3.98,0.63
2014-02-16,3.0,10.0,6.8,7.9,7.1,4.6,5.7,2014-02-16T07:57,2014-02-16T18:39,0.0,0.0,0.0,0.0,14.3,23.0,207.0,10.98,1.27
2014-02-17,1.0,13.7,8.0,10.8,10.0,5.2,7.6,2014-02-17T07:56,2014-02-17T18:40,0.0,0.0,0.0,0.0,19.6,31.3,217.0,13.91,2.1
2014-02-18,1.0,14.4,9.3,11.8,12.8,6.8,9.3,2014-02-18T07:54,2014-02-18T18:41,0.0,0.0,0.0,0.0,17.9,29.5,231.0,13.76,2.02
2014-02-19,2.0,11.5,7.9,9.5,8.9,6.2,7.5,2014-02-19T07:53,2014-02-19T18:42,0.0,0.0,0.0,0.0,17.0,27.0,203.0,12.91,1.37
2014-02-20,1.0,14.8,10.5,12.3,12.3,7.0,9.4,2014-02-20T07:51,2014-02-20T18:43,0.0,0.0,0.0,0.0,22.7,36.4,230.0,14.4,2.15
2014-02-21,3.0,15.1,7.9,10.8,13.3,6.3,8.8,2014-02-21T07:50,2014-02-21T18:45,0.0,0.0,0.0,0.0,18.9,28.1,46.0,10.86,1.56
2014-02-22,3.0,10.2,7.7,8.7,8.1,5.2,6.3,2014-02-22T07:48,2014-02-22T18:46,0.0,0.0,0.0,0.0,17.3,27.7,349.0,8.05,1.05
2014-02-23,3.0,10.3,6.7,8.2,7.9,4.6,6.0,2014-02-23T07:47,2014-02-23T18:47,0.0,0.0,0.0,0.0,15.5,27.0,349.0,9.6,1.33
2014-02-24,51.0,8.1,7.1,7.6,4.9,2.6,3.8,2014-02-24T07:46,2014-02-24T18:48,2.3,2.3,0.0,11.0,24.1,39.6,37.0,2.89,0.73
2014-02-25,51.0,8.0,5.1,7.1,3.7,0.5,2.5,2014-02-25T07:44,2014-02-25T18:49,3.9,3.9,0.0,22.0,28.1,43.2,15.0,3.34,0.85
2014-02-26,3.0,6.9,4.6,5.5,4.1,0.8,2.1,2014-02-26T07:43,2014-02-26T18:51,0.0,0.0,0.0,0.0,16.4,28.8,3.0,7.42,1.26
2014-02-27,3.0,8.3,3.7,6.2,5.5,1.0,3.6,2014-02-27T07:41,2014-02-27T18:52,0.0,0.0,0.0,0.0,9.5,16.6,214.0,9.51,1.27
2014-02-28,3.0,10.5,3.2,7.5,7.9,0.1,4.9,2014-02-28T07:39,2014-02-28T18:53,0.0,0.0,0.0,0.0,12.7,19.4,179.0,12.86,1.61
2014-03-01,51.0,11.3,6.8,9.3,9.2,4.2,6.7,2014-03-01T07:38,2014-03-01T18:54,0.5,0.5,0.0,4.0,13.0,22.3,146.0,5.76,1.12
2014-03-02,53.0,12.9,7.9,10.3,12.3,4.7,8.0,2014-03-02T07:36,2014-03-02T18:55,2.9,2.9,0.0,13.0,22.0,31.7,82.0,9.58,1.5
2014-03-03,3.0,16.6,10.4,12.7,14.3,7.5,9.9,2014-03-03T07:35,2014-03-03T18:56,0.0,0.0,0.0,0.0,22.8,34.9,151.0,14.09,2.64
2014-03-04,53.0,13.4,9.0,11.7,9.8,6.8,8.9,2014-03-04T07:33,2014-03-04T18:58,1.7,1.7,0.0,5.0,21.3,38.5,185.0,13.83,2.15
2014-03-05,63.0,15.0,9.5,11.5,12.2,7.1,9.2,2014-03-05T07:32,2014-03-05T18:59,13.3,13.3,0.0,10.0,15.0,25.9,136.0,9.42,1.69
2014-03-06,53.0,13.9,8.4,11.1,12.0,5.8,8.6,2014-03-06T07:30,2014-03-06T19:00,1.7,1.7,0.0,3.0,22.7,23.0,194.0,16.33,2.29
2014-03-07,51.0,12.4,7.8,9.5,9.0,3.4,5.8,2014-03-07T07:29,2014-03-07T19:01,0.1,0.1,0.0,1.0,26.6,41.0,49.0,16.57,1.97
2014-03-08,55.0,8.4,6.9,7.8,5.6,2.2,4.1,2014-03-08T07:27,2014-03-08T19:02,15.2,15.2,0.0,23.0,25.3,38.5,22.0,3.26,0.62
2014-03-09,53.0,8.1,6.4,7.2,4.2,1.6,2.7,2014-03-09T07:25,2014-03-09T19:03,5.0,5.0,0.0,22.0,26.1,41.0,17.0,4.24,0.9
2014-03-10,61.0,7.8,6.2,7.2,4.5,1.4,2.8,2014-03-10T07:24,2014-03-10T19:04,26.7,26.7,0.0,24.0,28.0,42.8,26.0,1.43,0.37
2014-03-11,53.0,6.7,5.4,5.9,2.7,1.0,1.9,2014-03-11T07:22,2014-03-11T19:05,10.9,10.9,0.0,21.0,22.7,37.1,2.0,4.62,0.86
2014-03-12,3.0,10.6,5.8,7.7,5.9,2.3,3.6,2014-03-12T07:21,2014-03-12T19:06,0.0,0.0,0.0,0.0,27.6,43.9,348.0,15.97,2.06
2014-03-13,3.0,9.8,5.2,7.5,5.0,2.0,3.7,2014-03-13T07:19,2014-03-13T19:08,0.0,0.0,0.0,0.0,25.4,42.5,18.0,15.43,2.01
2014-03-14,0.0,10.9,4.2,7.6,9.0,2.3,5.5,2014-03-14T07:17,2014-03-14T19:09,0.0,0.0,0.0,0.0,8.0,15.1,229.0,18.76,2.31
2014-03-15,0.0,11.8,3.3,8.9,9.0,0.1,5.8,2014-03-15T07:16,2014-03-15T19:10,0.0,0.0,0.0,0.0,23.5,33.8,213.0,19.18,2.54
2014-03-16,61.0,11.3,8.2,10.0,9.3,4.7,6.4,2014-03-16T07:14,2014-03-16T19:11,9.2,9.2,0.0,14.0,28.5,47.9,227.0,5.96,1.4
2014-03-17,53.0,13.0,8.2,10.6,12.3,4.6,8.4,2014-03-17T07:12,2014-03-17T19:12,0.7,0.7,0.0,2.0,22.3,36.7,227.0,13.9,1.88
2014-03-18,1.0,15.1,8.6,11.7,13.6,6.3,9.6,2014-03-18T07:10,2014-03-18T19:13,0.0,0.0,0.0,0.0,16.3,25.6,208.0,18.3,2.45
2014-03-19,0.0,17.1,9.6,13.1,14.6,7.0,10.6,2014-03-19T07:09,2014-03-19T19:14,0.0,0.0,0.0,0.0,18.4,29.9,198.0,19.6,3.08
2014-03-20,63.0,13.2,9.8,11.7,12.4,7.3,9.6,2014-03-20T07:07,2014-03-20T19:15,7.1,7.1,0.0,6.0,24.5,38.5,351.0,15.77,2.47
2014-03-21,0.0,15.9,6.1,10.9,13.5,3.7,7.8,2014-03-21T07:05,2014-03-21T19:16,0.0,0.0,0.0,0.0,24.1,36.0,61.0,20.1,3.22
2014-03-22,0.0,14.4,8.3,11.1,14.5,5.6,9.2,2014-03-22T07:04,2014-03-22T19:17,0.0,0.0,0.0,0.0,21.6,34.9,47.0,20.23,3.01
2014-03-23,3.0,15.0,6.2,11.1,14.3,4.2,9.9,2014-03-23T07:02,2014-03-23T19:18,0.0,0.0,0.0,0.0,11.1,19.1,200.0,19.62,2.58
2014-03-24,2.0,15.6,7.4,12.0,14.2,5.0,10.2,2014-03-24T07:00,2014-03-24T19:20,0.0,0.0,0.0,0.0,11.7,20.2,181.0,18.32,2.72
2014-03-25,51.0,14.4,11.2,12.7,11.9,8.3,10.2,2014-03-25T06:59,2014-03-25T19:21,0.8,0.8,0.0,5.0,17.0,32.8,200.0,10.14,2.05
2014-03-26,53.0,14.0,9.5,11.6,11.0,7.2,9.2,2014-03-26T06:57,2014-03-26T19:22,1.1,1.1,0.0,4.0,15.3,23.4,189.0,13.82,2.19
2014-03-27,3.0,16.1,10.1,12.9,15.4,7.7,11.1,2014-03-27T06:56,2014-03-27T19:23,0.0,0.0,0.0,0.0,14.9,27.4,155.0,15.7,2.51
2014-03-28,53.0,13.9,10.3,12.4,13.0,9.0,10.8,2014-03-28T06:54,2014-03-28T19:24,3.0,3.0,0.0,8.0,16.2,32.0,155.0,13.32,1.99
2014-03-29,51.0,12.6,5.1,9.3,9.2,-1.5,5.9,2014-03-29T06:52,2014-03-29T19:25,0.8,0.8,0.0,4.0,33.0,53.6,24.0,15.25,2.16
2014-03-30,3.0,10.1,5.0,7.2,6.8,-1.5,2.4,2014-03-30T06:51,2014-03-30T19:26,0.0,0.0,0.0,0.0,26.5,42.8,63.0,21.97,3.58
2014-03-31,0.0,12.8,3.0,8.5,11.3,0.2,6.1,2014-03-31T06:49,2014-03-31T19:27,0.0,0.0,0.0,0.0,13.7,23.4,149.0,22.43,3.11
